TC,LOC,SC,E
org.apache.commons.collections4.iterators.AbstractMapIteratorTest#testMapIteratorRemoveGetValue,14,0,206.258347
org.apache.commons.collections4.map.CompositeMapTest#testRemoveFromUnderlying,10,7,219.778122
org.apache.commons.collections4.iterators.SingletonIteratorTest#testReset,13,14,210.023544
org.apache.commons.collections4.PredicateUtilsTest#testAnyPredicateEx5,3,2,209.732971
org.apache.commons.collections4.multiset.UnmodifiableMultiSetTest#testSetCount,5,2,223.441483
org.apache.commons.collections4.properties.EmptyPropertiesTest#testElements,3,0,222.383209
org.apache.commons.collections4.map.MultiValueMapTest#testIterator_Key,9,8,218.66954
org.apache.commons.collections4.list.AbstractLinkedListTest#testRemoveFirst,23,9,206.080338
org.apache.commons.collections4.map.Flat3MapTest#testContainsKey3,6,4,209.943146
org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest#testMapIteratorUnsupportedSet,6,25,202.865387
org.apache.commons.collections4.map.MultiValueMapTest#testNoMappingReturnsNull,4,1,211.282776
org.apache.commons.collections4.map.StaticBucketMapTest#test_containsValue_nullMatchesIncorrectly,9,4,219.585236
org.apache.commons.collections4.bloomfilter.HasherCollectionTest#testHasherCollection,15,11,227.167725
org.apache.commons.collections4.properties.EmptyPropertiesTest#testStringPropertyName,3,0,225.347961
org.apache.commons.collections4.multimap.ArrayListValuedHashMapTest#testListValuedMapRemoveViaListIterator,18,9,215.512772
org.apache.commons.collections4.queue.CircularFifoQueueTest#testRemoveError2,15,11,224.410294
org.apache.commons.collections4.map.MultiKeyMapTest#testMultiKeyPutWithNullKey,14,8,225.405411
org.apache.commons.collections4.list.AbstractListTest#testListListIterator,5,0,215.154633
org.apache.commons.collections4.list.CursorableLinkedListTest#testInternalState_CursorNextNextPreviousSetByIterator,18,16,222.304214
org.apache.commons.collections4.MapUtilsTest#testUnmodifiableSortedMap,3,1,226.904678
org.apache.commons.collections4.ComparatorUtilsTest#max,8,11,212.763138
org.apache.commons.collections4.collection.AbstractCollectionTest#testCollectionSize,6,0,191.871857
org.apache.commons.collections4.bloomfilter.AbstractIndexProducerTest#testForEachIndex,11,0,217.738251
org.apache.commons.collections4.IteratorUtilsTest#testNodeIterator,16,7,223.375427
org.apache.commons.collections4.CollectionUtilsTest#containsAll,31,1,220.508316
org.apache.commons.collections4.bidimap.AbstractSortedBidiMapTest#testBidiClearBySubMap,47,0,212.236847
org.apache.commons.collections4.list.PredicatedListTest#testIllegalAdd,6,1,205.660828
org.apache.commons.collections4.bloomfilter.AbstractCountingBloomFilterTest#testCountingSpecificConstructor,8,0,211.105881
org.apache.commons.collections4.bloomfilter.AbstractBitMapProducerTest#testForEachBitMapPair,24,0,210.52301
org.apache.commons.collections4.FluentIterableTest#appendIterable,10,15,209.041458
org.apache.commons.collections4.queue.UnmodifiableQueueTest#testUnmodifiable,4,2,224.156128
org.apache.commons.collections4.bidimap.AbstractBidiMapTest#testBidiInverse,7,0,218.136627
org.apache.commons.collections4.bloomfilter.AbstractBitCountProducerTest#testBehaviourForEachCount,15,0,199.664932
org.apache.commons.collections4.map.Flat3MapTest#testRemove4,15,8,223.458115
